########################################################
## Number of clusters: 6
########################################################
## Size: 938
########################################################
## Cluster: cluster0
## Density correction factor: 1.0
## Generators:
##   NormalDistribution(mean=4.979358, stddev=0.281347)
##   NormalDistribution(mean=0.259033, stddev=0.526402)
##   NormalDistribution(mean=3.883732, stddev=0.750534)
##   NormalDistribution(mean=7.493279, stddev=0.40717)
##   NormalDistribution(mean=4.621175, stddev=0.570369)
##   NormalDistribution(mean=2.838096, stddev=0.645582)
##   NormalDistribution(mean=-7.877806, stddev=0.75833)
##   NormalDistribution(mean=7.706844, stddev=0.352497)
##   NormalDistribution(mean=9.400407, stddev=0.370945)
##   NormalDistribution(mean=3.628743, stddev=0.167682)
##   NormalDistribution(mean=-9.421627, stddev=0.22752)
##   NormalDistribution(mean=6.611486, stddev=0.960871)
##   NormalDistribution(mean=-3.215018, stddev=0.247514)
##   NormalDistribution(mean=4.12508, stddev=0.302724)
##   NormalDistribution(mean=8.778728, stddev=0.155489)
##   NormalDistribution(mean=-8.016953, stddev=0.512462)
##   NormalDistribution(mean=-8.279368, stddev=0.618986)
##   NormalDistribution(mean=5.123254, stddev=0.669462)
##   NormalDistribution(mean=-9.094998, stddev=0.605839)
##   NormalDistribution(mean=7.069905, stddev=0.184006)
## Affine transformation matrix:
## [
##  [ 0.25651329226999564, 0.11455312545321762, -0.1764238598760301, -0.009270355083589265, -0.10546239692874883, -0.30285362164038926, -2.7118645406607605E-4, 0.26446693904389673, -0.1361976183755375, 0.1719024346562099, 0.10456689938430497, -0.2686345099639711, 0.5839471313244224, -0.06506308610962257, 0.21765519896121002, -0.016204900972723008, 0.0327314272577332, -0.0022954652331658755, 0.43625065785745104, -0.040344235820141856, 0.0 ]
##  [ -0.09936597890850936, 0.5801649907072194, -0.12030149173893422, 0.6178900510942587, -0.04065277891874184, -0.1086487448552484, 0.35100318825203414, -0.026866032794749084, 0.031147171381366287, -0.09070362584481673, 0.07121592148350267, 0.17097739232192355, -0.0236798802710281, 0.10042081809704784, 0.06698037448638396, 0.053995974004953776, 0.019812563097459653, -0.23392762526212066, -0.05368287586530248, -0.01861170300796694, 0.0 ]
##  [ -0.011855153445573866, -0.32517052045127404, -0.020314615594686346, 0.031978984260448026, -0.21455739386497077, 0.09625037520160744, 0.2588664688507144, 0.16838209567879991, -0.2741596304865236, 0.08245468786562786, 0.22148247474948118, -0.05752355260626846, -0.003958679213374866, 0.09609395589591735, -0.37076708385489754, -0.09810216087760135, 0.039870279970296414, -0.5121716897892744, 0.026507865159360173, 0.43214003046377814, 0.0 ]
##  [ 0.08846379149357249, -0.01932860079138309, 0.014842160184105224, 2.033928848199416E-4, -0.166763647308482, 0.05484764437813855, 0.35175165890076976, -0.3143919690336525, 0.019232286770350885, -0.08526001837362027, -0.09408871488864667, 0.09924273577234718, 0.18706255183631904, -0.20280300603201787, -0.5631770644668558, 0.24308266455856503, 0.27143256176084873, 0.3208382532135527, 0.2480989763485531, -0.1459602263231117, 0.0 ]
##  [ -0.07348234962752019, 0.4224439589872228, 0.23113903861032706, 0.0, -0.019698754245816744, 0.5459100280959486, 0.004028029803996986, 0.050072672924395656, -0.012158581537145132, 0.06366695056474957, 0.028379544132480405, -0.5809224863806143, 0.030792027406822315, -0.21783578686086452, -0.108330418146474, -0.19841308539687952, -0.04258702027193656, 0.09277821494009114, -0.038926045079704735, 0.08870596681721642, 0.0 ]
##  [ 0.28272215920877963, 0.08035797949579496, -0.5485229777438156, 0.0, 0.1218814570204644, 0.1023733849060097, -0.08740545464329727, -0.03007781056475948, -0.06873535789431279, 0.1638715389792415, -0.11750961021997158, -0.12398761583789934, -0.5576804807317206, -0.008380465613206958, -0.08603478307888428, -0.15217051211478122, 0.2002249157787694, -0.08842115927999206, 0.32922188797728213, -0.14199540010436115, 0.0 ]
##  [ -0.04394139597858132, -0.15418235447853795, -0.08707154012909293, 0.014373694499117294, -0.11183083471799732, -0.00948035518338567, 0.14574657229835675, 0.17739916806554945, 0.5221929645256488, -0.043521253613698706, -0.054506501947208436, -0.41135047193013374, 0.019653139514943036, 0.5591522847658543, -0.16561985501474175, 0.1216724868666498, -0.07626695414198634, -0.04272734998778216, -0.04760707869114429, -0.29876451330467646, 0.0 ]
##  [ 0.16071393399200445, 0.042653627517689086, 0.03814693935695342, 0.0, -0.4948891164935186, 0.02400614576732333, -0.22917685147381417, -0.6499252258382124, 0.22942799552173504, 0.11246723265565656, 0.23384312911138497, -0.02864689578889169, 0.0016367219506253031, 0.17927261584998105, 0.19027631227245248, -0.10888409151900248, 0.014595415711598274, -0.06884176483791596, 0.0957380197943744, 0.18807088811367106, 0.0 ]
##  [ 0.469838544132156, 0.01998489794687461, -0.13523310932610355, 0.0, 0.12303790690601898, 0.13714551994558344, -0.05982772315231134, 0.1416550976464968, 0.15757666864072445, -0.6949576902963276, 0.32465070608776014, 0.02075648441822224, 0.007384803447515331, -0.004177045543174801, -0.0025643970329674954, 0.05667987594970268, -0.030454820752949655, 0.12347057481677556, -0.018958860807618334, 0.26367217117547614, 0.0 ]
##  [ -0.21945640767851957, 0.0, -0.015592703308926037, 0.0, -0.03125237965051932, 0.20261941140660325, -0.009382394038068996, -0.012729659292947032, -0.04547752048147341, -0.06317274783104959, 0.020815777759189268, 0.11835846192662255, -0.110595179630607, 0.02052448384414143, 0.0, 0.27342485315344955, -0.6994663518812665, 0.005087907444193706, 0.5581491926392601, 0.024290637053611387, 0.0 ]
##  [ -0.13097707957746416, -0.010012627865207119, -0.07949853759850357, 0.0, 0.006378256226291557, -0.03572767359062753, 0.02611053707651862, 0.1312818365714576, 0.6031359792533962, -0.004562808422166886, -0.39518543423808117, 0.1895726862629975, 0.11087054456688894, -0.2621794371397776, -0.04125121007629065, -0.3682274785742815, 0.012406749369008093, -0.08286674815262375, 0.19842192844264026, 0.3695567413353903, 0.0 ]
##  [ 0.323119395240836, 0.05726070108333725, 0.10620878574032763, 0.011738647105791398, 0.1986960684245978, -0.419553847516349, 0.0911745403968203, -0.2804666802305439, -0.10662247576085743, -0.0440997640224217, -0.1654343968872703, -0.17451832251045868, 8.84218069554743E-4, -0.014110192048654019, -0.30977271822179314, -0.35370389653607154, -0.5108335332935667, -0.04771978147477603, -0.14602683685448223, -0.03822761075517083, 0.0 ]
##  [ 0.06053969676793977, -0.5521812084476309, 0.030676679332208925, 0.6486460995444454, 0.155256456074748, 0.16121088875319833, 0.12198704768255697, -0.14113803833304447, -0.02928316920218096, 0.029685671223416837, -0.06410517098747016, -0.20323564613957099, 0.02434609000745505, -0.11380098946571807, 0.2649689683349708, -0.09302549476288258, -0.011206337214285593, 0.20386440510740372, 0.058145186518258674, 0.015098183678143728, 0.0 ]
##  [ 0.36873259556269106, 0.033639852108316194, 0.6462286516467936, 0.0, -0.06825741443423582, -0.17765108639382038, 0.19047151431823828, 0.21857772208245116, 0.1443787683746568, 0.13171626297102637, -0.027594560955737243, -0.008866825770608912, -0.40607572915819995, -0.06245700519080074, 0.13859344668921186, 0.17959957183820807, 0.10477981571702652, -0.0478663904510236, 0.2252720937878913, 0.04127997352681545, 0.0 ]
##  [ -0.15600739933197588, -0.03725200397404714, 0.05353945110035685, 0.0, 0.4219431128326243, -0.09176903285862975, 0.01180056304751656, -0.05458370475724328, 0.3123856426125157, 0.25870495156766404, 0.7104251340040397, 0.06805231431665691, -0.008796394816747675, -0.1587380686404491, -0.16617986214656338, -0.13692068650279918, 0.01938550511089901, -0.011458255203973158, 0.11206412215777672, -0.15257676003997414, 0.0 ]
##  [ -0.23110116520568064, -0.013796310860450405, 0.1714081357224196, -0.21309752429209086, 0.021726923379997078, 0.013906215745194385, 0.32562004305285874, -0.06790575925520759, -0.19128358280389265, -0.3577395536694007, 0.044438182277238544, 0.05184561622850731, -0.04374026470757077, 0.29454246332226136, 0.2100842751883488, -0.5444780018031605, 0.17062494329789396, 0.08498107751458836, 0.31280397926821146, -0.16623685109986436, 0.0 ]
##  [ 0.041730114475879224, 0.13772640022959515, -0.042358437843610916, 0.0, 0.22850960407964216, -0.004378478735141434, 0.09778484414094701, 0.0434806918463882, -0.06931052755565821, 0.3464936899828479, -0.008132737736097476, 0.09528319682562426, 1.3588573487657786E-4, 0.49262539976372677, -0.06677350920866201, 0.006923816016198814, 0.006994461424045078, 0.5261045958090932, 0.0063931855049283465, 0.5057058455469909, 0.0 ]
##  [ -0.07093970868897786, 0.025125020033876448, 0.23175590560742743, 0.388080525378468, -0.1697320865094596, -0.09099447914224316, -0.6135170323632035, 0.23606208708296506, -0.10246043435936024, -0.1012686192750901, 0.009587294487030312, 0.11479720617397592, -0.013680319738895674, 0.1623058691645419, -0.38259297549180876, -0.21583366767892712, 0.09638014287021154, 0.12357808209762505, 0.17422042152479508, -0.11123147590000734, 0.0 ]
##  [ 0.43089578179213933, 0.005745325883663368, 0.10613142486205862, 0.0, 0.09338585438947836, 0.5125189156635674, 0.03512193063531108, 0.056292870982249395, 0.034312809305547774, 0.22834973736223355, -0.08185663928858072, 0.43374744225010164, 0.2886526083281261, 0.1853121324366472, 0.0, -0.16559964481361594, -0.09988840292155282, -0.18554066946179015, -0.045960572998928015, -0.29576181999177303, 0.0 ]
##  [ -0.05458283789340976, 0.05141808069538961, 0.1916500145936505, 1.950673376494735E-4, 0.5367135774797429, 0.02710119280889714, -0.21782368594356577, -0.30439974755247845, -0.018847741169183564, -0.1348642172827562, -0.21456896528714564, -0.15046548810900046, 0.1884811546158909, 0.20362399922925448, -0.03254879179675557, 0.2647351715610483, 0.25326505392573895, -0.39360109680829264, 0.2314932306434142, 0.14399786958061997, 0.0 ]
##  [ 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0 ]
## ]
## 
## Discards: 0 Retries left: 1000
## Density correction factor estimation: 1.0
########################################################
-6.112317167180249 -0.1042929583929699 -8.609038083544739 -16.039896609369343 -0.8197856692010578 -2.6116706929554914 -0.04334093805312644 -1.2067840902935523 2.508795041375261 -0.5382636444478556 11.680146216006044 4.102026111460607 7.008711056484553 3.4150004224950856 -5.047228093011039 -5.165285998001767 9.741467253538923 5.430011773063505 8.284443017597074 -5.085266124343658 cluster0 mahalDist=4.261002209291617 minMahalDist=4.261002209291617 inlier
-7.022599646592406 -0.7364471514928113 -8.926882822751157 -15.63013484126684 -1.0280797428066137 -3.4091555875796224 0.3419439754617848 -0.6479482097673355 2.785447732150584 -1.4188781238776027 11.884474015402406 3.0851102379532467 6.853863126058752 4.506166341846886 -5.200408775681088 -5.617118545906253 10.25480342015744 5.410386402248701 8.362734488746785 -4.987306877831301 cluster0 mahalDist=4.288997958371144 minMahalDist=4.288997958371144 inlier
-7.161430476053384 0.20299053467588662 -8.741543880403475 -16.040226361212163 -0.4984311007417872 -2.548342265446178 -0.0612279494120207 -1.404911611604905 3.015826392031265 -2.337330081119493 12.337016919517438 3.2167976143092285 6.350664856426194 3.9261418938768964 -4.9954524860257346 -5.6893226692666845 9.67903786964914 4.858378515201734 9.209620400242173 -4.631084567206466 cluster0 mahalDist=3.5759763253469723 minMahalDist=3.5759763253469723 inlier
-7.197890080111581 0.8611097969042327 -8.7530976545626 -15.850681389895998 -0.18975808255888404 -3.246390818499104 -0.45394059912552476 -0.6303429191803536 2.798653592353967 -2.1727982379231334 12.03424513784532 3.218732003583785 5.819119338308112 3.674467979041923 -4.981648622420799 -5.770176139235184 9.473205086984095 5.23457445770512 8.760858964005122 -4.645229843351447 cluster0 mahalDist=3.1489993737759097 minMahalDist=3.1489993737759097 inlier
-6.2636421733037295 -0.1303292859378851 -9.010721110226541 -16.13006420628301 0.7030687533651995 -3.3834419927892774 0.4383635888451263 -0.2672645749329785 2.7022605037269534 -1.2353734361613058 11.194448117556126 3.3586315638440665 6.272100190949513 4.873501467957991 -5.125399205012847 -5.616247710096593 9.49670270729358 5.210510274750358 8.5957106605048 -3.294599171195622 cluster0 mahalDist=4.821198235717804 minMahalDist=4.821198235717804 inlier
-7.175465275582344 -0.17474508963375363 -7.913860541724518 -16.182873413005783 -0.37441241225515054 -3.5107935263097807 0.5622766798035728 -1.2496170037448382 2.4762324376443177 -1.8241261727850122 11.391489388075543 2.8205086936481996 6.734089579077533 4.041839265521749 -5.289247821238729 -5.522123921555757 9.045514269011203 4.7366264482172875 8.547200363246798 -3.590454612259707 cluster0 mahalDist=3.928951648346436 minMahalDist=3.928951648346436 inlier
-5.798110525152684 -0.4909678691794397 -8.607729015854572 -15.88262276452206 1.0961056553366695 -2.477392885771679 0.690531495953175 0.25738927413294355 2.945774083706226 -1.2199991859664834 11.893104097834723 3.056559513834873 6.343112904310037 3.8214273840119444 -5.287976136476978 -5.362887993880182 9.043374905295178 5.724123444379173 8.64660416782075 -4.051979002403092 cluster0 mahalDist=4.693579759823509 minMahalDist=4.693579759823509 inlier
-6.646697802526319 0.6732976912549324 -7.868964053466927 -15.530402307341273 -0.4539898269642433 -3.3657467351994024 -0.5726293885779712 -0.9035111368111135 2.2437706732230494 -0.685512191666439 12.060899240461445 2.6908436819248753 6.592781396890845 5.552394255475489 -4.996693489104932 -5.237770981090412 9.317274371558346 5.759279148431375 9.285253797133581 -3.0048848969543287 cluster0 mahalDist=5.417339772559821 minMahalDist=5.417339772559821 inlier
-5.704046380542929 0.26210225708745694 -7.573365433678502 -16.495679062471257 0.36609212147093234 -2.920218018811098 1.006216161926254 -0.4519645295972039 2.4313930721844326 -1.398873793893493 12.062303686587404 3.7875442591115194 6.345454333413447 4.37664908545658 -5.349490585153976 -5.734452259827474 8.971467537497436 4.643700838497526 8.281349638689466 -4.953020380924158 cluster0 mahalDist=4.501305486401428 minMahalDist=4.501305486401428 inlier
-6.48379114902241 1.1100658400592618 -8.367674681836084 -16.030953492171513 -0.8835574544095599 -2.846024418158592 0.018723664105482207 -1.6194921205317023 2.734463989134071 -2.1128923722866433 12.526769653789522 3.2884129132492292 6.225679192370059 2.8566633449333922 -5.198965620973887 -6.197780616981297 9.524279916411516 3.7819146262413312 8.631661066469903 -5.280214029769133 cluster0 mahalDist=4.7727606543832035 minMahalDist=4.7727606543832035 inlier
-7.167407735471966 1.383165047034216 -8.531432365787447 -16.310078793369158 -0.8198490028626494 -3.482068003301299 -0.002813436100789435 -1.728352268071053 3.1222355127721944 -1.8623981901106756 11.28269172116995 3.5133683924760186 6.936023389600853 3.6039775368157176 -4.820167183445524 -5.988903962729139 10.284353199483466 4.49984731679789 8.776039315581832 -4.508674820601639 cluster0 mahalDist=4.3050337531634755 minMahalDist=4.3050337531634755 inlier
-6.9182387202596844 -0.19365870153810164 -8.815472477924573 -16.9865179417619 0.7146190405742234 -3.458298327739847 0.3368467184337476 -0.8146086559005101 2.8842362364086593 -1.4183638272295753 11.531240927057839 4.31029145589506 6.582921201949919 3.840729375308058 -5.107692910285448 -6.299779943470972 9.563368577520155 4.876955246501695 8.139481855833541 -4.6667110466189845 cluster0 mahalDist=3.7907859067687126 minMahalDist=3.7907859067687126 inlier
-7.0293268529718596 0.707952136582439 -8.270070415243687 -16.44485281680159 0.7107962328221236 -3.1789732540091586 0.2924206666484661 0.033788905342766684 2.3462604289503872 -1.1760724379207241 12.210838024890204 3.963216047676052 6.3448738300913 3.8609304961169744 -5.317967401472565 -5.302695787766515 8.637927113572962 5.464370222687108 9.213759351745914 -4.572137632285858 cluster0 mahalDist=4.255353787102455 minMahalDist=4.255353787102455 inlier
-7.073438768463441 0.7964288256840892 -8.29066076272688 -16.190506536568286 -0.43168969524141443 -2.2072850567147873 -0.3470562093124654 -0.759781424570986 2.304964366293849 -2.2943281710436625 11.69891019541025 3.453701078298596 6.384842224044707 3.675196886720884 -4.941617958126152 -5.554366243098573 8.972615120526044 5.144718619613929 8.561559434768553 -4.101747758477182 cluster0 mahalDist=4.274676846346702 minMahalDist=4.274676846346702 inlier
-6.750010158001659 1.044917130063508 -8.021599233113184 -16.017457562314082 0.6128540659088733 -3.858685840408892 0.621898228166621 -1.3454092832942293 2.797546994506127 -1.6477793276147572 11.879042052616596 2.7169567671085724 7.277800471706069 4.6298641695365985 -4.558985385596399 -5.92923139825808 9.098200187512909 4.98809366467072 8.89723374033784 -3.745760803984351 cluster0 mahalDist=4.617949500800923 minMahalDist=4.617949500800923 inlier
-6.7696392229444715 0.0577885078402845 -7.249009224410694 -17.351936871496946 0.9240381417231273 -2.4868315919926927 0.6391130981700068 -1.098212684799074 2.6535903028164842 -1.8397638353630346 11.252989254910066 2.900715966045083 6.253938158532975 3.3223686386427467 -5.478281934187694 -6.0140856014891115 8.717974985185045 4.728242042437286 8.593209539916973 -3.5884083819180725 cluster0 mahalDist=4.581308056353263 minMahalDist=4.581308056353263 inlier
-7.265743908329973 0.16892079061309842 -8.934135027674731 -15.464853851487641 0.48544594100522837 -3.21912566452255 0.3174939215425647 -1.424045516686705 2.836483812720756 -0.7298383518229931 11.364648034955495 2.448619000137675 6.279775266765013 3.583845667236006 -5.231916834444662 -5.160314759221221 10.054215962181829 4.555195756089677 9.125075329770507 -4.585890940619952 cluster0 mahalDist=4.41911012184073 minMahalDist=4.41911012184073 inlier
-6.893597701923144 0.6998047679294682 -8.62128614142641 -15.446841607153603 -0.3570632624734055 -3.2371154863669984 0.6567249224975429 -0.9208298050530779 2.2945059138945334 -1.984113940216337 11.838908374124943 3.521804622737372 6.8766820073011425 4.454594847374374 -4.928508230127656 -4.999832673794116 9.85143968787213 4.981394428619014 8.250972253942507 -4.521822790793984 cluster0 mahalDist=3.382602582317431 minMahalDist=3.382602582317431 inlier
-7.7967063099548435 0.14409769721952317 -8.95966730100176 -15.78168777089072 0.0016584967488749713 -3.435477737150899 -0.5308157537871057 -0.8573999790303144 2.7887731569502305 -0.5736468665528409 11.903760690551252 2.4655748796014167 6.177510284039286 3.395034156486095 -5.615322564908925 -5.7570817477843335 9.737070928474026 4.951654870145864 9.359877320098011 -5.188464691921441 cluster0 mahalDist=4.445396254258562 minMahalDist=4.445396254258562 inlier
-6.60286208861492 0.47924481248636047 -7.909281753638004 -16.141955670372326 -0.37769423730028406 -3.0248237802809093 0.298701335736387 -1.1115876130119562 3.2424521958496992 -1.6113286523880441 11.027507501140454 3.2473312943757384 6.473181160348066 3.646235605820916 -4.848870735284009 -5.848581300670437 9.824196296518357 3.944336129840539 8.344838461401649 -4.9205113301725305 cluster0 mahalDist=4.969517888310299 minMahalDist=4.969517888310299 inlier
-6.38459781236527 0.19667770703566528 -8.161556383142784 -16.41320161974569 0.2624682863951825 -2.7400415668141447 1.092643270351513 -1.390063054875751 3.286330720542483 -1.2194537814706832 12.00730806312808 3.262014192381872 6.6800674878199375 4.20274617124724 -4.7658392044056805 -6.485622936496055 9.013904947250193 4.8777985461637225 9.04091357131926 -3.9008691066808994 cluster0 mahalDist=4.404728910882233 minMahalDist=4.404728910882233 inlier
-6.255229275064734 0.47042604676364774 -8.044816857424163 -16.888908367516454 0.5508102135515689 -2.611273260950317 1.7547654676785034 -1.3499897077237193 2.869146817475301 -2.306000912783645 11.553462570237345 4.109279587198008 7.349584350408787 3.645775928787522 -5.230706017976569 -5.957037271068806 9.329757920851806 3.9470367759638627 7.435166878624632 -4.4728675501219675 cluster0 mahalDist=4.432971161460129 minMahalDist=4.432971161460129 inlier
-6.027920957626223 0.4168425100202589 -8.468106739520895 -15.979662002385838 -0.4746990024671017 -2.9036764450172363 0.032580166503641816 -0.8724316121975502 2.6785765655052725 -1.50201972928633 11.962311837194862 3.0893941177382067 6.041338289553869 3.3373895881283424 -5.618064844898002 -5.715651372188969 9.874553858140954 5.463565601795546 8.088760179136571 -5.9035904323111 cluster0 mahalDist=3.911115830154475 minMahalDist=3.911115830154475 inlier
